,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_criterion,param_max_features,param_n_estimators,param_warm_start,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
50,0.9517759323120117,0.009730072558558971,0.03952856063842773,0.00041432976924220483,True,balanced,log_loss,,200,True,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'log_loss', 'max_features': None, 'n_estimators': 200, 'warm_start': True}",0.7084531339850488,0.7182288671650374,0.7797584818861415,0.810126582278481,0.7255466052934407,0.7484227341216299,0.039552116940460534,53
33,0.9990625858306885,0.031240970927294182,0.03956475257873535,0.0004387357833219017,True,balanced,entropy,,200,False,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': None, 'n_estimators': 200, 'warm_start': False}",0.7084531339850488,0.7182288671650374,0.7797584818861415,0.810126582278481,0.7255466052934407,0.7484227341216299,0.039552116940460534,53
51,0.9433046817779541,0.006059408096119851,0.039855003356933594,0.0002830591884869218,True,balanced,log_loss,,200,False,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'log_loss', 'max_features': None, 'n_estimators': 200, 'warm_start': False}",0.7084531339850488,0.7182288671650374,0.7797584818861415,0.810126582278481,0.7255466052934407,0.7484227341216299,0.039552116940460534,53
91,0.30064845085144043,0.0084178377920407,0.028822660446166992,0.0003943293959570175,True,balanced_subsample,log_loss,sqrt,100,False,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': 100, 'warm_start': False}",0.6336975273145485,0.7400805060379528,0.8004600345025877,0.8170310701956272,0.7462600690448792,0.747505841419119,0.06426028931650227,57
90,0.30200676918029784,0.00632549360421163,0.028805017471313477,0.0002340687681184242,True,balanced_subsample,log_loss,sqrt,100,True,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': 100, 'warm_start': True}",0.6336975273145485,0.7400805060379528,0.8004600345025877,0.8170310701956272,0.7462600690448792,0.747505841419119,0.06426028931650227,57
79,0.3038331985473633,0.007712314253716469,0.02859206199645996,0.00048775927669491214,True,balanced_subsample,entropy,log2,100,False,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 100, 'warm_start': False}",0.6336975273145485,0.7400805060379528,0.8004600345025877,0.8170310701956272,0.7462600690448792,0.747505841419119,0.06426028931650227,57
78,0.3162411689758301,0.007826567681158787,0.02861056327819824,0.00035612654588536665,True,balanced_subsample,entropy,log2,100,True,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 100, 'warm_start': True}",0.6336975273145485,0.7400805060379528,0.8004600345025877,0.8170310701956272,0.7462600690448792,0.747505841419119,0.06426028931650227,57
73,0.3028247833251953,0.00697195845591071,0.028896331787109375,0.00019220092719067204,True,balanced_subsample,entropy,sqrt,100,False,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 100, 'warm_start': False}",0.6336975273145485,0.7400805060379528,0.8004600345025877,0.8170310701956272,0.7462600690448792,0.747505841419119,0.06426028931650227,57
72,0.30410232543945315,0.007891859979069882,0.028799152374267577,0.00023817114388140337,True,balanced_subsample,entropy,sqrt,100,True,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 100, 'warm_start': True}",0.6336975273145485,0.7400805060379528,0.8004600345025877,0.8170310701956272,0.7462600690448792,0.747505841419119,0.06426028931650227,57
96,0.31472368240356446,0.009908643181161315,0.028435993194580077,0.0004803065306459926,True,balanced_subsample,log_loss,log2,100,True,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 100, 'warm_start': True}",0.6336975273145485,0.7400805060379528,0.8004600345025877,0.8170310701956272,0.7462600690448792,0.747505841419119,0.06426028931650227,57
97,0.31169710159301756,0.009874293718151694,0.028896188735961913,0.00019094090062190953,True,balanced_subsample,log_loss,log2,100,False,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 100, 'warm_start': False}",0.6336975273145485,0.7400805060379528,0.8004600345025877,0.8170310701956272,0.7462600690448792,0.747505841419119,0.06426028931650227,57
93,0.5805891990661621,0.006250147304027798,0.039450216293334964,0.0004813394755856812,True,balanced_subsample,log_loss,sqrt,200,False,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': False}",0.6440483036227717,0.7337550316273721,0.7947096032202415,0.8118527042577676,0.7491369390103567,0.7467005163477018,0.05875487812797042,65
92,0.587888240814209,0.011145076522945507,0.03970322608947754,0.00024024315763535492,True,balanced_subsample,log_loss,sqrt,200,True,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': True}",0.6440483036227717,0.7337550316273721,0.7947096032202415,0.8118527042577676,0.7491369390103567,0.7467005163477018,0.05875487812797042,65
81,0.5821242332458496,0.011482193026340655,0.039270782470703126,0.0001988056777954071,True,balanced_subsample,entropy,log2,200,False,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': False}",0.6440483036227717,0.7337550316273721,0.7947096032202415,0.8118527042577676,0.7491369390103567,0.7467005163477018,0.05875487812797042,65
80,0.5775437355041504,0.012320567097248002,0.039544105529785156,0.0003972485691662347,True,balanced_subsample,entropy,log2,200,True,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': True}",0.6440483036227717,0.7337550316273721,0.7947096032202415,0.8118527042577676,0.7491369390103567,0.7467005163477018,0.05875487812797042,65
75,0.6011462211608887,0.019729695233299083,0.03985462188720703,0.0006540674434912297,True,balanced_subsample,entropy,sqrt,200,False,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': False}",0.6440483036227717,0.7337550316273721,0.7947096032202415,0.8118527042577676,0.7491369390103567,0.7467005163477018,0.05875487812797042,65
74,0.579254150390625,0.009899553794906426,0.039512014389038085,0.0004335100872039482,True,balanced_subsample,entropy,sqrt,200,True,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': True}",0.6440483036227717,0.7337550316273721,0.7947096032202415,0.8118527042577676,0.7491369390103567,0.7467005163477018,0.05875487812797042,65
99,0.5817037582397461,0.0038818682325867126,0.041810131072998045,0.0041254221243495395,True,balanced_subsample,log_loss,log2,200,False,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': False}",0.6440483036227717,0.7337550316273721,0.7947096032202415,0.8118527042577676,0.7491369390103567,0.7467005163477018,0.05875487812797042,65
98,0.612529993057251,0.0055251331708374455,0.039758920669555664,0.0006024835323881325,True,balanced_subsample,log_loss,log2,200,True,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': True}",0.6440483036227717,0.7337550316273721,0.7947096032202415,0.8118527042577676,0.7491369390103567,0.7467005163477018,0.05875487812797042,65
154,1.24794659614563,0.02284181329339484,0.08079395294189454,0.004821968807138017,False,balanced,log_loss,log2,500,True,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 500, 'warm_start': True}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
155,1.264720582962036,0.015389674462218676,0.08090090751647949,0.004456641775441494,False,balanced,log_loss,log2,500,False,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 500, 'warm_start': False}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
184,1.2738069534301757,0.015185155866460947,0.08128924369812011,0.004734008578209201,False,balanced_subsample,entropy,sqrt,500,True,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 500, 'warm_start': True}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
191,1.2783548831939697,0.015393565793402663,0.07906808853149414,0.005355093467734403,False,balanced_subsample,entropy,log2,500,False,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 500, 'warm_start': False}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
149,1.2688334465026856,0.014253774833901807,0.08344683647155762,0.012214694071671259,False,balanced,log_loss,sqrt,500,False,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': 500, 'warm_start': False}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
148,1.2715906143188476,0.014496399060144603,0.07918372154235839,0.004854681940305532,False,balanced,log_loss,sqrt,500,True,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': 500, 'warm_start': True}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
202,1.3041354656219482,0.010679807352209986,0.0855710506439209,0.012874422424423774,False,balanced_subsample,log_loss,sqrt,500,True,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': 500, 'warm_start': True}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
209,1.2574317455291748,0.01603404295271812,0.08102989196777344,0.0043911476347237135,False,balanced_subsample,log_loss,log2,500,False,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 500, 'warm_start': False}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
136,1.311193037033081,0.031239508587707673,0.09006552696228028,0.008598846831180637,False,balanced,entropy,log2,500,True,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 500, 'warm_start': True}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
208,1.2503246307373046,0.02337365611134826,0.08799920082092286,0.005145653842573228,False,balanced_subsample,log_loss,log2,500,True,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 500, 'warm_start': True}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
203,1.280170488357544,0.014920065723881644,0.08115358352661133,0.0041916430953185865,False,balanced_subsample,log_loss,sqrt,500,False,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': 500, 'warm_start': False}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
131,1.3080281257629394,0.026537664926234945,0.08368115425109864,0.010111614547383426,False,balanced,entropy,sqrt,500,False,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 500, 'warm_start': False}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
130,1.273115348815918,0.02353185278750312,0.08106484413146972,0.007947824800885031,False,balanced,entropy,sqrt,500,True,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 500, 'warm_start': True}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
190,1.2655821800231934,0.01970864909760363,0.08367586135864258,0.0070109625036677715,False,balanced_subsample,entropy,log2,500,True,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 500, 'warm_start': True}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
185,1.253209114074707,0.021510320931889967,0.07884292602539063,0.005282740639782842,False,balanced_subsample,entropy,sqrt,500,False,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 500, 'warm_start': False}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
137,1.2919612407684327,0.026589089281784727,0.08340439796447754,0.009612565423542184,False,balanced,entropy,log2,500,False,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 500, 'warm_start': False}",0.6520989074180563,0.7343300747556066,0.7889591719378953,0.8118527042577676,0.737054085155351,0.7448589887049353,0.05515286268812078,73
152,0.5283387660980224,0.01218654456997318,0.039319324493408206,0.00021791136758049785,False,balanced,log_loss,log2,200,True,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': True}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
147,0.5109704971313477,0.014499658701827088,0.04632954597473145,0.01309031207273515,False,balanced,log_loss,sqrt,200,False,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': False}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
146,0.5179707050323487,0.01719508429905454,0.03958263397216797,0.00021396478710857726,False,balanced,log_loss,sqrt,200,True,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': True}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
128,0.5295053958892822,0.018397900534510375,0.03980684280395508,0.000281933089878165,False,balanced,entropy,sqrt,200,True,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': True}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
129,0.5135456562042237,0.007523622134259288,0.039864730834960935,0.00018821895194160332,False,balanced,entropy,sqrt,200,False,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': False}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
183,0.5240408897399902,0.024010434504766837,0.03974905014038086,0.0003720786836317914,False,balanced_subsample,entropy,sqrt,200,False,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': False}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
182,0.5163637638092041,0.016540074511057584,0.039822053909301755,0.00022963362647713338,False,balanced_subsample,entropy,sqrt,200,True,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': True}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
153,0.512662935256958,0.014067945543183387,0.03950819969177246,0.000519478852739243,False,balanced,log_loss,log2,200,False,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': False}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
189,0.5131912708282471,0.016689394620493955,0.03990693092346191,0.00020234501514778026,False,balanced_subsample,entropy,log2,200,False,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': False}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
135,0.5481841087341308,0.005589193760962789,0.042659330368041995,0.005719244669458073,False,balanced,entropy,log2,200,False,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': False}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
188,0.5202723026275635,0.011651599370698066,0.039300537109375,0.0003191889168819758,False,balanced_subsample,entropy,log2,200,True,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': True}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
134,0.5335104942321778,0.013648990227597304,0.03990569114685059,0.0006703351873225957,False,balanced,entropy,log2,200,True,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': True}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
201,0.5420499801635742,0.013206198543867939,0.039811134338378906,0.00022923903606571279,False,balanced_subsample,log_loss,sqrt,200,False,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': False}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
200,0.5180300235748291,0.011908824166605561,0.03983149528503418,0.0002759283469715779,False,balanced_subsample,log_loss,sqrt,200,True,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': True}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
206,0.5268666744232178,0.012183788076759435,0.039429426193237305,0.0005883366539124367,False,balanced_subsample,log_loss,log2,200,True,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': True}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
207,0.5147192001342773,0.01561054682834744,0.039453744888305664,0.0004800309748367931,False,balanced_subsample,log_loss,log2,200,False,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': 200, 'warm_start': False}",0.633122484186314,0.7314548591144335,0.7855089131684876,0.80897583429229,0.7387802071346375,0.7395684595792326,0.06053941934362087,89
57,0.5389003753662109,0.007411381033881751,0.039416170120239256,0.00035096013666474066,True,balanced_subsample,gini,sqrt,200,False,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': False}",0.5963197239792984,0.7366302472685451,0.7964347326049454,0.8170310701956272,0.7364787111622555,0.7365788970421343,0.0771076150822585,105
56,0.5320456027984619,0.014992517671792263,0.039218568801879884,0.0004895142451280511,True,balanced_subsample,gini,sqrt,200,True,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': 200, 'warm_start': True}",0.5963197239792984,0.7366302472685451,0.7964347326049454,0.8170310701956272,0.7364787111622555,0.7365788970421343,0.0771076150822585,105
